Make,Model,Year,Price (PKR),Mileage (KM),Fuel Type,Transmission,City,Condition
Daihatsu,Move,2024,1911070,158911,Petrol,Manual,Quetta,Used
Changan,Karvaan,2001,400000,71101,Petrol,Automatic,Rawalpindi,Used
Kia,Sportage,2014,2398715,163232,Hybrid,Automatic,Peshawar,Used
Toyota,Vitz,2006,1513982,38655,Petrol,Automatic,Sialkot,Used
Toyota,Hilux,2005,2523290,145420,Petrol,Automatic,Faisalabad,Used
Honda,N WGN,2015,2868580,47662,Petrol,Manual,Multan,Used
Suzuki,Cultus,2002,400000,6492,Petrol,Automatic,Multan,Used
Suzuki,Cultus,2007,400000,64960,Diesel,Automatic,Lahore,Used
Suzuki,Cultus,2023,1340841,11207,Petrol,Manual,Multan,Used
Suzuki,Mehran,2022,1302012,114739,Petrol,Manual,Multan,Used
Honda,Fit,2002,1130888,60,Petrol,Automatic,Islamabad,New
Suzuki,Cultus,2002,490272,121942,Petrol,Manual,Sialkot,Used
Suzuki,Alto,2021,1127778,151713,Petrol,Automatic,Islamabad,Used
Toyota,Vitz,2000,3121661,34557,Petrol,Manual,Sialkot,Used
Suzuki,Cultus,2010,631850,54457,Petrol,Manual,Quetta,Used
Suzuki,Cultus,2012,400000,23590,Petrol,Automatic,Sialkot,Used
Suzuki,Alto,2015,400000,48183,Petrol,Manual,Peshawar,Used
Audi,Q2,2013,5677879,99,Petrol,Automatic,Peshawar,New
Toyota,Hilux,2007,625918,166191,Hybrid,Manual,Islamabad,Used
Suzuki,Mehran,2009,400000,162239,Petrol,Automatic,Sialkot,Used
Suzuki,Cultus,2024,1187470,108092,Petrol,Manual,Faisalabad,Used
Daihatsu,Cuore,2010,2252463,132870,Petrol,Automatic,Quetta,Used
Toyota,Vitz,2010,1022301,169920,Petrol,Manual,Faisalabad,Used
Honda,City,2010,2140323,153377,Petrol,Manual,Rawalpindi,Used
Hyundai,Santro,2008,2562755,165708,Diesel,Automatic,Faisalabad,Used
Suzuki,Wagon R,2022,1043144,126291,Petrol,Automatic,Lahore,Used
Kia,Stonic,2020,2739057,174732,Diesel,Manual,Rawalpindi,Used
Toyota,Aqua,2018,2696847,71774,Petrol,Manual,Lahore,Used
Changan,Oshan X7,2012,1651645,63,Petrol,Manual,Sialkot,New
Honda,City,2008,1947262,76,Petrol,Manual,Multan,New
Toyota,Yaris,2005,1246416,23423,Petrol,Manual,Islamabad,Used
Hyundai,Santro,2006,3375091,1,Petrol,Manual,Faisalabad,New
Toyota,Yaris,2007,2959004,149864,Petrol,Automatic,Islamabad,Used
Suzuki,Mehran,2010,400000,58252,Petrol,Automatic,Islamabad,Used
Suzuki,Mehran,2008,409958,69538,Diesel,Automatic,Rawalpindi,Used
Toyota,Yaris,2005,2024760,5830,Petrol,Manual,Multan,Used
Honda,N WGN,2012,2075976,26495,Petrol,Manual,Quetta,Used
Suzuki,Swift,2019,400000,76230,Petrol,Manual,Multan,Used
Hyundai,Sonata,2010,2637070,56,Petrol,Manual,Islamabad,New
Kia,Sorento,2005,1446054,87368,Petrol,Manual,Rawalpindi,Used
Kia,Picanto,2012,3191947,152668,Petrol,Automatic,Quetta,Used
Kia,Sportage,2012,2168730,10372,Petrol,Manual,Multan,Used
Suzuki,Wagon R,2011,481622,130443,Petrol,Automatic,Sialkot,Used
Honda,City,2001,2424501,64920,Petrol,Automatic,Lahore,Used
Honda,N WGN,2001,2473908,123777,Petrol,Automatic,Multan,Used
Toyota,Yaris,2007,699083,22505,Petrol,Automatic,Karachi,Used
Honda,City,2009,2645147,66930,Petrol,Automatic,Lahore,Used
Suzuki,Alto,2008,400000,37541,Diesel,Manual,Islamabad,Used
Suzuki,Cultus,2007,418499,76391,Petrol,Automatic,Sialkot,Used
Honda,Civic,2012,724999,45870,Diesel,Automatic,Peshawar,Used
Honda,BR-V,2014,1890601,70068,Petrol,Automatic,Lahore,Used
Changan,Alsvin,2000,1697082,108551,Petrol,Manual,Sialkot,Used
Toyota,Hilux,2011,2971662,70910,Petrol,Manual,Islamabad,Used
Honda,Fit,2004,1775332,162233,Electric,Manual,Lahore,Used
Honda,Fit,2012,2789542,87456,Petrol,Automatic,Rawalpindi,Used
Toyota,Yaris,2014,1490752,108903,Petrol,Automatic,Rawalpindi,Used
Nissan,Clipper,2015,2832891,58658,Petrol,Manual,Karachi,Used
Suzuki,Cultus,2020,833668,18924,Petrol,Manual,Multan,Used
Suzuki,Wagon R,2011,400000,15623,Hybrid,Manual,Lahore,Used
Toyota,Yaris,2009,1874290,31555,Petrol,Manual,Karachi,Used
Suzuki,Cultus,2020,510244,110752,Petrol,Manual,Peshawar,Used
Honda,BR-V,2011,2410590,15,Diesel,Manual,Multan,New
Hyundai,Tucson,2021,3616501,22639,Electric,Automatic,Multan,Used
Toyota,Vitz,2023,2581455,42279,Diesel,Automatic,Lahore,Used
Honda,BR-V,2012,968169,8175,Hybrid,Automatic,Multan,Used
Honda,Fit,2004,2814308,60211,Petrol,Automatic,Islamabad,Used
Daihatsu,Move,2023,1728480,127763,Hybrid,Automatic,Quetta,Used
Suzuki,Swift,2010,400000,72655,Petrol,Manual,Peshawar,Used
Honda,N WGN,2016,3573580,64296,Diesel,Manual,Quetta,Used
Toyota,Hilux,2009,2796642,160108,Petrol,Manual,Lahore,Used
Hyundai,Elantra,2007,1168628,45175,Hybrid,Manual,Multan,Used
Kia,Sorento,2018,1529576,47584,Petrol,Automatic,Peshawar,Used
Audi,A3,2013,6475008,129039,Hybrid,Manual,Peshawar,Used
Suzuki,Cultus,2015,668212,159251,Petrol,Manual,Rawalpindi,Used
Toyota,Hilux,2005,1014240,103788,Diesel,Automatic,Lahore,Used
Suzuki,Alto,2004,674599,174861,Petrol,Automatic,Karachi,Used
Toyota,Corolla,2004,1701832,179603,Petrol,Automatic,Islamabad,Used
Nissan,Clipper,2003,3298053,5,Petrol,Automatic,Islamabad,New
Nissan,Clipper,2003,854284,23791,Diesel,Manual,Islamabad,Used
Suzuki,Mehran,2008,818334,135132,Petrol,Manual,Karachi,Used
Toyota,Aqua,2021,3244548,99044,Hybrid,Manual,Faisalabad,Used
Honda,Fit,2013,1820213,179654,Petrol,Automatic,Quetta,Used
Suzuki,Cultus,2001,601363,18,Petrol,Manual,Islamabad,New
Suzuki,Alto,2009,400000,67719,Diesel,Manual,Multan,Used
Suzuki,Mehran,2023,937935,177014,Petrol,Automatic,Multan,Used
Suzuki,Alto,2001,400000,23,Diesel,Manual,Multan,New
Hyundai,Sonata,2014,2117572,177596,Petrol,Automatic,Karachi,Used
Daihatsu,Mira,2008,2520582,43841,Petrol,Automatic,Rawalpindi,Used
Honda,Fit,2008,1060790,15079,Diesel,Manual,Peshawar,Used
Hyundai,Sonata,2010,2325525,25,Petrol,Manual,Sialkot,New
Toyota,Vitz,2016,1708792,15335,Petrol,Manual,Sialkot,Used
Changan,Karvaan,2001,400000,159486,Petrol,Automatic,Quetta,Used
Hyundai,Santro,2014,3396012,87622,Diesel,Automatic,Quetta,Used
Toyota,Corolla,2007,3024596,108497,Petrol,Automatic,Karachi,Used
Suzuki,Swift,2007,804478,24950,Diesel,Manual,Sialkot,Used
Hyundai,Santro,2000,416113,178883,Petrol,Automatic,Sialkot,Used
Kia,Stonic,2024,2484962,151998,Diesel,Automatic,Sialkot,Used
Honda,Civic,2021,2722411,130793,Petrol,Automatic,Faisalabad,Used
Suzuki,Wagon R,2021,742039,58501,Diesel,Manual,Lahore,Used
Hyundai,Sonata,2009,3366483,24982,Hybrid,Automatic,Karachi,Used
BMW,X1,2024,7501313,123303,Petrol,Manual,Sialkot,Used
Suzuki,Mehran,2008,660572,97599,Petrol,Automatic,Sialkot,Used
BMW,3 Series,2000,5541610,43223,Petrol,Automatic,Quetta,Used
Changan,Oshan X7,2011,2135976,13,Diesel,Manual,Rawalpindi,New
Suzuki,Mehran,2020,1299765,64441,Diesel,Manual,Sialkot,Used
Hyundai,Santro,2010,1978140,14536,Petrol,Automatic,Peshawar,Used
Suzuki,Wagon R,2020,562563,126498,Petrol,Automatic,Sialkot,Used
Honda,Civic,2018,3018080,149599,Diesel,Manual,Lahore,Used
Honda,Civic,2020,2447282,116579,Petrol,Automatic,Karachi,Used
BMW,3 Series,2004,6148025,94113,Diesel,Automatic,Sialkot,Used
Toyota,Vitz,2009,2861855,11854,Hybrid,Manual,Islamabad,Used
Kia,Picanto,2016,1379808,34720,Petrol,Manual,Peshawar,Used
Toyota,Corolla,2005,3365715,65691,Petrol,Manual,Sialkot,Used
Hyundai,Tucson,2022,3738485,82910,Hybrid,Manual,Lahore,Used
Nissan,Dayz,2009,2779550,177463,Petrol,Automatic,Islamabad,Used
Suzuki,Mehran,2000,686394,128004,Diesel,Manual,Sialkot,Used
Suzuki,Cultus,2018,875108,92572,Petrol,Automatic,Karachi,Used
Toyota,Yaris,2005,2663603,111931,Petrol,Manual,Rawalpindi,Used
Honda,City,2001,2089019,143354,Petrol,Automatic,Multan,Used
Changan,Karvaan,2018,2326488,115159,Petrol,Manual,Karachi,Used
Changan,Karvaan,2018,2340079,156156,Petrol,Automatic,Rawalpindi,Used
Suzuki,Alto,2007,400000,108473,Petrol,Automatic,Faisalabad,Used
Changan,Oshan X7,2000,1441349,113358,Petrol,Automatic,Quetta,Used
Suzuki,Alto,2011,400000,177889,Petrol,Manual,Quetta,Used
Kia,Picanto,2006,1355772,133427,Petrol,Manual,Multan,Used
Suzuki,Alto,2013,558477,125257,Petrol,Automatic,Multan,Used
Suzuki,Wagon R,2004,400000,8609,Petrol,Automatic,Quetta,Used
Toyota,Yaris,2014,1831025,107392,Petrol,Manual,Rawalpindi,Used
Toyota,Yaris,2000,1848255,62376,Hybrid,Automatic,Lahore,Used
Toyota,Aqua,2016,1469534,177567,Petrol,Manual,Multan,Used
Suzuki,Mehran,2003,400000,69040,Diesel,Automatic,Quetta,Used
Changan,Alsvin,2004,1021177,115028,Petrol,Automatic,Quetta,Used
Suzuki,Alto,2023,1192565,76287,Petrol,Manual,Peshawar,Used
Suzuki,Swift,2019,743974,17007,Diesel,Manual,Quetta,Used
Hyundai,Sonata,2015,3659647,24993,Petrol,Automatic,Rawalpindi,Used
Toyota,Corolla,2006,3212583,31899,Petrol,Manual,Islamabad,Used
Suzuki,Cultus,2006,400000,8066,Hybrid,Manual,Lahore,Used
Changan,Oshan X7,2018,2183451,94342,Hybrid,Automatic,Lahore,Used
Hyundai,Elantra,2001,571027,48787,Petrol,Automatic,Quetta,Used
Hyundai,Elantra,2013,1571925,137042,Petrol,Manual,Karachi,Used
Toyota,Aqua,2011,3293294,12051,Diesel,Automatic,Faisalabad,Used
Suzuki,Cultus,2007,400000,59806,Petrol,Manual,Quetta,Used
Suzuki,Swift,2007,400000,58520,Petrol,Manual,Multan,Used
Suzuki,Alto,2005,400000,103182,Petrol,Automatic,Multan,Used
Suzuki,Cultus,2006,619380,55,Petrol,Automatic,Faisalabad,New
Kia,Stonic,2014,3094137,178150,Petrol,Manual,Multan,Used
Suzuki,Swift,2008,666644,10250,Petrol,Manual,Multan,Used
Hyundai,Santro,2002,1178228,19101,Petrol,Automatic,Sialkot,Used
Toyota,Hilux,2022,2013298,140778,Petrol,Automatic,Islamabad,Used
Suzuki,Alto,2016,1132311,68306,Petrol,Automatic,Peshawar,Used
Honda,Civic,2008,3196700,51742,Petrol,Manual,Rawalpindi,Used
Suzuki,Cultus,2022,1264365,168798,Petrol,Manual,Sialkot,Used
Suzuki,Wagon R,2014,447133,12853,Petrol,Automatic,Karachi,Used
Hyundai,Tucson,2023,2811032,96,Diesel,Automatic,Lahore,New
Kia,Sorento,2003,2318203,20007,Diesel,Automatic,Islamabad,Used
Changan,Karvaan,2012,2918109,81582,Petrol,Automatic,Sialkot,Used
Hyundai,Santro,2009,1225259,51065,Diesel,Manual,Sialkot,Used
Honda,Civic,2010,458771,118951,Petrol,Automatic,Karachi,Used
Suzuki,Wagon R,2007,400000,28249,Petrol,Manual,Sialkot,Used
Suzuki,Swift,2018,995642,75624,Petrol,Manual,Peshawar,Used
Kia,Stonic,2009,2881470,15976,Petrol,Automatic,Quetta,Used
Suzuki,Cultus,2007,400000,125592,Petrol,Automatic,Sialkot,Used
Suzuki,Alto,2001,400000,107675,Petrol,Automatic,Sialkot,Used
Nissan,Juke,2000,1546713,148517,Hybrid,Manual,Rawalpindi,Used
Honda,Fit,2022,3659120,109781,Petrol,Automatic,Lahore,Used
Suzuki,Swift,2019,537256,154794,Petrol,Manual,Multan,Used
Toyota,Corolla,2007,886844,143496,Petrol,Automatic,Faisalabad,Used
Changan,Karvaan,2002,400000,81447,Hybrid,Manual,Islamabad,Used
Toyota,Aqua,2024,1677499,110717,Diesel,Manual,Peshawar,Used
Honda,City,2009,1131241,128163,Petrol,Manual,Faisalabad,Used
Daihatsu,Cuore,2018,3207155,10896,Diesel,Automatic,Peshawar,Used
Suzuki,Mehran,2016,581156,40193,Petrol,Automatic,Peshawar,Used
Suzuki,Alto,2009,400000,98077,Petrol,Manual,Peshawar,Used
Nissan,Dayz,2012,1692438,28608,Petrol,Manual,Sialkot,Used
Toyota,Corolla,2017,1971867,75,Petrol,Automatic,Quetta,New
Suzuki,Swift,2020,936126,111600,Diesel,Automatic,Lahore,Used
Nissan,Juke,2024,2873387,29984,Petrol,Manual,Sialkot,Used
Kia,Sportage,2000,1811798,12706,Petrol,Manual,Multan,Used
Suzuki,Cultus,2019,553597,103904,Petrol,Manual,Faisalabad,Used
Kia,Sportage,2023,1464883,107697,Petrol,Manual,Islamabad,Used
Nissan,Dayz,2009,682557,172585,Diesel,Manual,Lahore,Used
Honda,City,2007,2397970,11914,Petrol,Manual,Rawalpindi,Used
Suzuki,Cultus,2006,621530,24267,Petrol,Manual,Peshawar,Used
Toyota,Corolla,2002,400000,39092,Petrol,Manual,Karachi,Used
Hyundai,Tucson,2024,2496770,108677,Petrol,Automatic,Sialkot,Used
Kia,Sportage,2023,1549841,55577,Diesel,Automatic,Sialkot,Used
Nissan,Clipper,2012,1587803,106262,Petrol,Manual,Lahore,Used
Toyota,Yaris,2003,1297696,94268,Petrol,Manual,Sialkot,Used
Honda,Fit,2018,3081554,152160,Petrol,Automatic,Rawalpindi,Used
Changan,Karvaan,2009,1141490,68465,Petrol,Automatic,Sialkot,Used
Changan,Alsvin,2010,2210430,143571,Petrol,Automatic,Rawalpindi,Used
Suzuki,Wagon R,2019,688839,179856,Petrol,Automatic,Karachi,Used
Honda,N WGN,2018,2368890,155493,Petrol,Automatic,Quetta,Used
Changan,Oshan X7,2005,2474670,168704,Petrol,Manual,Faisalabad,Used
Hyundai,Santro,2002,1880978,145316,Diesel,Manual,Rawalpindi,Used
Suzuki,Mehran,2003,400000,154286,Petrol,Automatic,Islamabad,Used
Nissan,Dayz,2005,1322217,42038,Diesel,Manual,Multan,Used
Honda,Civic,2013,571918,128988,Petrol,Automatic,Quetta,Used
Hyundai,Tucson,2020,2163310,152235,Hybrid,Automatic,Sialkot,Used
Honda,BR-V,2021,2861578,141369,Petrol,Automatic,Faisalabad,Used
Hyundai,Sonata,2013,1568719,153443,Petrol,Manual,Karachi,Used
Honda,City,2012,1908173,43433,Petrol,Manual,Lahore,Used
Hyundai,Santro,2018,3029514,61788,Petrol,Manual,Multan,Used
Suzuki,Cultus,2024,1354177,154817,Petrol,Automatic,Faisalabad,Used
Daihatsu,Move,2012,1344924,86459,Diesel,Manual,Karachi,Used
Daihatsu,Mira,2015,1316425,139715,Petrol,Manual,Multan,Used
Suzuki,Alto,2003,400000,57968,Petrol,Automatic,Peshawar,Used
Hyundai,Tucson,2001,1022503,19676,Petrol,Manual,Lahore,Used
Toyota,Hilux,2002,2251379,123787,Petrol,Automatic,Sialkot,Used
Suzuki,Mehran,2014,1069153,18185,Diesel,Automatic,Faisalabad,Used
Toyota,Vitz,2014,1968560,47549,Petrol,Manual,Islamabad,Used
Kia,Sorento,2021,1879949,10101,Petrol,Automatic,Quetta,Used
Kia,Sorento,2012,1045844,162757,Petrol,Manual,Karachi,Used
Toyota,Hilux,2021,1644899,57019,Petrol,Automatic,Lahore,Used
Audi,Q2,2011,6852282,110201,Petrol,Automatic,Quetta,Used
Suzuki,Cultus,2021,1307972,5121,Petrol,Automatic,Multan,Used
Suzuki,Mehran,2021,1035514,148160,Petrol,Manual,Multan,Used
Suzuki,Cultus,2014,782751,39,Petrol,Automatic,Islamabad,New
Daihatsu,Move,2001,1812867,138763,Petrol,Automatic,Multan,Used
Toyota,Corolla,2007,1982698,109427,Petrol,Automatic,Islamabad,Used
Nissan,Juke,2015,1814190,24707,Petrol,Automatic,Lahore,Used
Nissan,Juke,2017,1611807,73445,Petrol,Manual,Islamabad,Used
Honda,BR-V,2023,3286162,116678,Diesel,Automatic,Sialkot,Used
Suzuki,Alto,2016,545646,12643,Petrol,Manual,Karachi,Used
Honda,N WGN,2017,2788501,36193,Petrol,Automatic,Multan,Used
Daihatsu,Move,2007,3007293,9053,Petrol,Automatic,Multan,Used
Honda,Civic,2021,2108813,169934,Petrol,Automatic,Lahore,Used
Changan,Oshan X7,2021,2633334,122252,Hybrid,Manual,Multan,Used
Honda,Civic,2016,1994429,154584,Petrol,Manual,Quetta,Used
Hyundai,Tucson,2017,2270433,117711,Petrol,Manual,Sialkot,Used
Daihatsu,Mira,2004,400000,13889,Hybrid,Automatic,Sialkot,Used
Toyota,Hilux,2022,3511517,174966,Petrol,Manual,Sialkot,Used
Honda,Civic,2020,2637594,80,Petrol,Manual,Karachi,New
Kia,Sorento,2002,1132521,147598,Petrol,Manual,Quetta,Used
Suzuki,Cultus,2000,400000,104732,Diesel,Automatic,Quetta,Used
Honda,N WGN,2015,1270980,119416,Petrol,Automatic,Islamabad,Used
Toyota,Hilux,2006,400000,88428,Petrol,Automatic,Multan,Used
Honda,City,2011,2318706,84,Diesel,Manual,Multan,New
Toyota,Hilux,2010,3537062,13030,Petrol,Automatic,Faisalabad,Used
Nissan,Dayz,2024,3070889,70852,Petrol,Manual,Quetta,Used
Honda,City,2004,1847052,172326,Petrol,Automatic,Sialkot,Used
Kia,Stonic,2012,1885938,148178,Hybrid,Automatic,Peshawar,Used
Toyota,Aqua,2002,1897155,144733,Diesel,Manual,Islamabad,Used
Nissan,Clipper,2012,3403285,110814,Hybrid,Automatic,Rawalpindi,Used
Toyota,Hilux,2021,2179282,32842,Petrol,Manual,Peshawar,Used
Toyota,Vitz,2016,2374355,90033,Petrol,Manual,Quetta,Used
Hyundai,Sonata,2008,1351340,169659,Petrol,Automatic,Lahore,Used
Nissan,Juke,2015,1540055,92455,Petrol,Manual,Karachi,Used
Suzuki,Wagon R,2006,400000,81978,Petrol,Manual,Peshawar,Used
Suzuki,Cultus,2023,1401356,114965,Petrol,Automatic,Rawalpindi,Used
Hyundai,Santro,2010,2059988,89,Diesel,Automatic,Faisalabad,New
BMW,X1,2001,8216122,166406,Petrol,Automatic,Sialkot,Used
Toyota,Corolla,2019,1638844,6763,Petrol,Automatic,Rawalpindi,Used
Daihatsu,Cuore,2017,2451932,47674,Diesel,Manual,Sialkot,Used
Hyundai,Santro,2013,1799484,64,Petrol,Manual,Sialkot,New
Toyota,Aqua,2005,1266609,93417,Hybrid,Manual,Sialkot,Used
Honda,N WGN,2013,2195684,51602,Petrol,Manual,Lahore,Used
Changan,Oshan X7,2013,1190255,6640,Diesel,Automatic,Islamabad,Used
Hyundai,Sonata,2020,2355314,66976,Petrol,Automatic,Peshawar,Used
Daihatsu,Mira,2006,1432074,4,Petrol,Manual,Sialkot,New
Kia,Sportage,2009,2348462,166718,Petrol,Manual,Islamabad,Used
Honda,City,2013,2707995,173596,Petrol,Automatic,Islamabad,Used
Toyota,Hilux,2023,2989266,59827,Hybrid,Automatic,Sialkot,Used
Suzuki,Cultus,2022,835949,54918,Diesel,Automatic,Rawalpindi,Used
Honda,Civic,2020,1777485,103869,Diesel,Automatic,Sialkot,Used
Suzuki,Wagon R,2015,653206,95441,Petrol,Automatic,Quetta,Used
Toyota,Corolla,2021,2060106,130849,Petrol,Manual,Peshawar,Used
Honda,BR-V,2015,1295259,13570,Petrol,Automatic,Sialkot,Used
Hyundai,Santro,2012,3203604,31804,Petrol,Automatic,Quetta,Used
Changan,Oshan X7,2015,2983795,56988,Petrol,Automatic,Islamabad,Used
Changan,Alsvin,2010,812772,153602,Hybrid,Automatic,Multan,Used
Nissan,Dayz,2023,2774647,24755,Petrol,Automatic,Sialkot,Used
Honda,City,2005,2036505,156415,Diesel,Automatic,Peshawar,Used
Honda,BR-V,2008,2260423,134263,Petrol,Manual,Faisalabad,Used
Suzuki,Alto,2018,491981,135578,Petrol,Automatic,Islamabad,Used
Nissan,Juke,2018,1714391,50699,Petrol,Automatic,Karachi,Used
Toyota,Hilux,2014,3240038,61160,Petrol,Manual,Islamabad,Used
Honda,N WGN,2016,1936516,30835,Petrol,Manual,Multan,Used
Kia,Sportage,2017,1477149,74549,Diesel,Manual,Quetta,Used
Honda,N WGN,2018,1970556,179941,Petrol,Automatic,Rawalpindi,Used
Honda,Fit,2001,600683,9544,Petrol,Manual,Rawalpindi,Used
Audi,A3,2018,8484418,125642,Petrol,Automatic,Rawalpindi,Used
Daihatsu,Cuore,2002,400000,21,Diesel,Manual,Karachi,New
Suzuki,Cultus,2015,928728,19860,Petrol,Automatic,Karachi,Used
Honda,Fit,2002,2107860,29360,Petrol,Automatic,Islamabad,Used
Toyota,Yaris,2023,2328620,35953,Diesel,Manual,Multan,Used
Toyota,Yaris,2001,1064800,34546,Petrol,Automatic,Islamabad,Used
Nissan,Dayz,2003,400000,40648,Diesel,Manual,Rawalpindi,Used
Suzuki,Mehran,2023,780337,154915,Petrol,Manual,Peshawar,Used
Suzuki,Alto,2021,1303692,141575,Petrol,Manual,Islamabad,Used
Suzuki,Wagon R,2000,400000,41860,Hybrid,Automatic,Peshawar,Used
Changan,Alsvin,2019,1929042,160032,Petrol,Manual,Peshawar,Used
Kia,Sportage,2023,1457054,179837,Petrol,Manual,Islamabad,Used
Hyundai,Santro,2000,552617,36103,Petrol,Automatic,Multan,Used
Audi,Q2,2017,6758801,12088,Petrol,Automatic,Islamabad,Used
Suzuki,Swift,2001,400000,130648,Petrol,Manual,Faisalabad,Used
Suzuki,Mehran,2019,506915,54,Diesel,Automatic,Multan,New
Suzuki,Cultus,2009,400000,88738,Petrol,Automatic,Karachi,Used
Suzuki,Wagon R,2001,419944,166516,Petrol,Manual,Quetta,Used
Honda,Fit,2011,2422381,102226,Petrol,Manual,Peshawar,Used
Toyota,Yaris,2007,1301432,70824,Petrol,Automatic,Lahore,Used
Suzuki,Alto,2024,1339159,15152,Petrol,Manual,Sialkot,Used
Suzuki,Swift,2012,400000,47434,Petrol,Automatic,Sialkot,Used
Suzuki,Alto,2023,1235434,43831,Petrol,Automatic,Peshawar,Used
Kia,Sorento,2002,400000,123741,Petrol,Automatic,Quetta,Used
Kia,Stonic,2002,1225503,144118,Hybrid,Manual,Faisalabad,Used
Suzuki,Swift,2005,564370,9569,Petrol,Automatic,Peshawar,Used
Honda,N WGN,2021,3057510,161279,Petrol,Automatic,Rawalpindi,Used
Suzuki,Alto,2010,400000,110533,Petrol,Manual,Faisalabad,Used
Daihatsu,Move,2013,1101781,158392,Petrol,Automatic,Islamabad,Used
Kia,Sorento,2000,868047,53,Petrol,Manual,Peshawar,New
Honda,Civic,2024,1988550,57,Petrol,Manual,Lahore,New
Nissan,Dayz,2000,400000,66853,Petrol,Automatic,Faisalabad,Used
Honda,BR-V,2007,730294,50120,Petrol,Automatic,Faisalabad,Used
Honda,N WGN,2015,2261763,143723,Hybrid,Automatic,Lahore,Used
Suzuki,Mehran,2014,533734,163069,Petrol,Manual,Lahore,Used
Toyota,Vitz,2003,2325038,17872,Petrol,Manual,Rawalpindi,Used
Suzuki,Cultus,2024,991905,140105,Petrol,Manual,Lahore,Used
Changan,Karvaan,2000,1608293,55,Diesel,Automatic,Karachi,New
Suzuki,Alto,2016,1026952,32706,Petrol,Automatic,Islamabad,Used
Kia,Sportage,2020,2458538,148064,Hybrid,Automatic,Rawalpindi,Used
Toyota,Hilux,2018,3036011,122592,Hybrid,Automatic,Lahore,Used
Changan,Alsvin,2023,3515435,80960,Hybrid,Automatic,Lahore,Used
Changan,Karvaan,2008,1422783,36520,Petrol,Manual,Sialkot,Used
Honda,City,2018,3211910,119731,Hybrid,Automatic,Karachi,Used
Hyundai,Sonata,2017,3055607,60,Petrol,Automatic,Rawalpindi,New
Toyota,Corolla,2009,1418584,46374,Petrol,Manual,Faisalabad,Used
Hyundai,Santro,2017,1565847,107787,Petrol,Manual,Karachi,Used
Toyota,Hilux,2011,1293854,28183,Diesel,Manual,Lahore,Used
Toyota,Corolla,2015,2151828,132796,Petrol,Automatic,Peshawar,Used
Kia,Stonic,2003,1411087,177656,Petrol,Manual,Islamabad,Used
Toyota,Corolla,2019,2187505,103648,Petrol,Automatic,Faisalabad,Used
Audi,Q5,2000,7663380,21976,Petrol,Automatic,Sialkot,Used
Toyota,Vitz,2004,1070954,68742,Diesel,Manual,Faisalabad,Used
Honda,City,2000,2728634,74708,Petrol,Automatic,Karachi,Used
Nissan,Dayz,2008,709128,121699,Petrol,Automatic,Multan,Used
Suzuki,Alto,2002,400000,158746,Diesel,Automatic,Peshawar,Used
Kia,Picanto,2006,1043945,60926,Petrol,Manual,Karachi,Used
Toyota,Yaris,2001,710262,138967,Petrol,Manual,Karachi,Used
Nissan,Clipper,2008,2955335,73729,Petrol,Automatic,Multan,Used
Toyota,Corolla,2006,2220907,153693,Petrol,Automatic,Quetta,Used
Hyundai,Santro,2023,3626752,89,Petrol,Automatic,Sialkot,New
Honda,Civic,2012,3342923,30401,Petrol,Manual,Faisalabad,Used
Toyota,Corolla,2007,1055651,169256,Petrol,Manual,Sialkot,Used
Toyota,Hilux,2019,2063015,108763,Petrol,Manual,Faisalabad,Used
Audi,Q5,2018,8358208,159232,Petrol,Manual,Karachi,Used
Suzuki,Mehran,2004,435773,130241,Electric,Automatic,Multan,Used
Nissan,Dayz,2011,3096177,115751,Petrol,Automatic,Rawalpindi,Used
Hyundai,Santro,2006,1213332,174769,Petrol,Manual,Peshawar,Used
Toyota,Corolla,2012,1427193,160744,Petrol,Manual,Islamabad,Used
Toyota,Hilux,2008,1621030,103315,Petrol,Manual,Sialkot,Used
Honda,Fit,2015,2176921,73716,Petrol,Manual,Peshawar,Used
Toyota,Aqua,2015,2111637,12650,Petrol,Manual,Peshawar,Used
Changan,Alsvin,2016,1015379,39303,Petrol,Manual,Faisalabad,Used
Hyundai,Santro,2004,775436,93213,Diesel,Automatic,Lahore,Used
Toyota,Aqua,2019,2324895,7400,Petrol,Manual,Islamabad,Used
Daihatsu,Mira,2005,753907,117245,Hybrid,Manual,Quetta,Used
Toyota,Yaris,2024,1782412,12274,Petrol,Automatic,Faisalabad,Used
Kia,Sportage,2002,2446896,144829,Diesel,Manual,Karachi,Used
Suzuki,Mehran,2000,400000,108830,Petrol,Manual,Sialkot,Used
Suzuki,Alto,2005,400000,8570,Hybrid,Manual,Quetta,Used
Suzuki,Swift,2008,400000,24959,Petrol,Automatic,Islamabad,Used
Suzuki,Mehran,2008,400000,64762,Petrol,Manual,Sialkot,Used
Suzuki,Mehran,2011,918805,101598,Hybrid,Automatic,Faisalabad,Used
Suzuki,Mehran,2022,1202906,71379,Petrol,Manual,Karachi,Used
Suzuki,Swift,2008,400000,175972,Petrol,Automatic,Rawalpindi,Used
Daihatsu,Mira,2003,1467477,122296,Petrol,Manual,Lahore,Used
Toyota,Vitz,2024,2730901,133263,Petrol,Automatic,Sialkot,Used
